#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-10T18:53:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60997c9c16b320	
#INFO	-out.max=9999	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=9999
#-order=I
#-out.src=II/7A/catalog
#-nav=cat:II/7A&tab:{II/7A/catalog}&key:source=II/7A/catalog&HTTPPRM:&&-ref=VIZ60997c9c16b320&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=JP11&-out=LID&-out=n_LID&-out=I&-sort=I&-out=ref&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/7A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=II/7A/catalog
#-out=JP11
#-out=LID
#-out=n_LID
#-out=I
#-out=ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_2007
#Name: II/7A
#Title: UBVRIJKLMNH Photoelectric Catalogue (Morel+ 1978)
#Table	II_7A_catalog:
#Name: II/7A/catalog
#Title: Catalog Data
#Column	JP11	(A6)	Johnson Photometry 11 colours number	[ucd=meta.id]
#Column	LID	(F11.8)	Coded identification number	[ucd=meta.id;meta.main]
#Column	n_LID	(A1)	[ DSV%1-3] Suffix to LID	[ucd=meta.note]
#Column	I	(F6.3)	? I magnitude: 0.88, 0.87 um	[ucd=phot.mag;em.opt.I]
#Column	ref	(I4)	[8001,8154] Reference number (see file: refs)	[ucd=meta.id]
#Column	_RA	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (declination part)	[ucd=pos.eq.dec;meta.main]
JP11;LID;n_LID;I;ref;_RA;_DE
  3308; 1.00200914; ; 2.230;8029;316.78195;-25.00585
  3309; 1.00201091; ; 3.540;8029;316.72476;+38.74942
  3309; 1.00201091; ;      ;8043;316.72476;+38.74942
  3309; 1.00201091; ;      ;8083;316.72476;+38.74942
  3309; 1.00201091; ;      ;8130;316.72476;+38.74942
  3313; 1.00201092; ; 4.030;8029;316.73027;+38.74206
  3313; 1.00201092; ;      ;8043;316.73027;+38.74206
  3313; 1.00201092; ;      ;8083;316.73027;+38.74206
  3313; 1.00201092; ;      ;8130;316.73027;+38.74206
  3317; 1.00201251; ; 2.570;8029;316.65039;+47.64840
  3318; 1.00201257; ;      ;8083;317.00438;+09.36256
  3319; 1.00201381; ; 3.370;8029;317.39853;-11.37169
  3320; 1.00201601; ; 4.320;8029;317.58542;+10.13158
  3321; 1.00201626; ; 6.820;8007;317.49696;+26.61526
  3322; 1.00202109; ; 2.020;8029;318.23411;+30.22692
  3323; 1.00202275;D; 3.780;8029;318.62006;+10.00698
  3323; 1.00202275;D;      ;8043;318.62006;+10.00698
  3325; 1.00202444;D; 3.140;8029;318.69788;+38.04532
  3326; 1.00202447; ; 3.110;8029;318.95597;+05.24784
  3327; 1.00202560; ;      ;8149;319.31362;-38.86736
  3328; 1.00202587; ;      ;8083;319.19230;+05.25216
  3329; 1.00202699; ;      ;8083;319.35540;+08.23406
  3330; 1.00202850; ; 3.940;8029;319.35397;+39.39468
  3330; 1.00202850; ;      ;8083;319.35397;+39.39468
  3330; 1.00202850; ;      ;8130;319.35397;+39.39468
  3333; 1.00202904; ; 4.450;8029;319.47948;+34.89690
  3334; 1.00203006; ; 4.690;8029;320.19018;-40.80947
  3335; 1.00203280; ; 2.130;8029;319.64488;+62.58557
  3335; 1.00203280; ;      ;8083;319.64488;+62.58557
  3337; 1.00203338; ; 2.920;8057;319.81537;+58.62350
  3337; 1.00203338; ;      ;8142;319.81537;+58.62350
  3339; 1.00203387; ; 3.170;8029;320.56165;-16.83454
  3339; 1.00203387; ;      ;8132;320.56165;-16.83454
  3339; 1.00203387; ;      ;8134;320.56165;-16.83454
  3342; 1.00203454; ; 5.590;8029;320.25593;+40.34507
  3343; 1.00203504; ; 2.760;8029;320.52166;+19.80451
  3344; 1.00203608; ; 3.450;8029;321.61086;-65.36620
  3344; 1.00203608; ;      ;8132;321.61086;-65.36620
  3346; 1.00204018; ; 5.020;8041;321.75676;-42.54793
  3346; 1.00204018; ; 5.010;8121;321.75676;-42.54793
  3348; 1.00204075; ; 2.670;8029;321.66678;-22.41133
  3348; 1.00204075; ; 2.650;8146;321.66678;-22.41133
  3350; 1.00204139; ; 3.970;8029;321.81175;-21.19621
  3351; 1.00204381; ; 3.360;8029;322.18083;-21.80718
  3351; 1.00204381; ; 3.380;8135;322.18083;-21.80718
  3353; 1.00204409; ; 4.290;8057;321.44132;+62.57405
  3354; 1.00204587; ;      ;8130;322.51147;-12.51007
  3355; 1.00204724; ; 2.230;8029;322.48706;+23.63884
  3356; 1.00204827; ; 6.750;8054;322.24067;+58.73979
  3357; 1.00204867; ; 1.850;8029;322.88973;-05.57117
  3357; 1.00204867; ;      ;8083;322.88973;-05.57117
  3357; 1.00204867; ; 1.890;8146;322.88973;-05.57117
  3360; 1.00204961; ;      ;8149;323.39156;-49.00901
  3361; 1.00205021;D; 3.550;8029;322.16499;+70.56072
  3362; 1.00205435; ; 2.810;8029;323.49522;+45.59184
  3363; 1.00205512; ; 3.550;8029;323.69402;+38.53405
  3364; 1.00205637; ; 4.840;8029;324.27013;-19.46601
  3364; 1.00205637; ; 4.760;8049;324.27013;-19.46601
  3364; 1.00205637; ;      ;8111;324.27013;-19.46601
  3364; 1.00205637; ; 4.760;8062;324.27013;-19.46601
  3364; 1.00205637; ; 4.740;8062;324.27013;-19.46601
  3369; 1.00205730;V; 0.890;8029;324.01040;+45.37459
  3370; 1.00205765; ; 6.150;8029;324.39067;-00.39056
  3371; 1.00205767; ; 4.420;8029;324.43796;-07.85420
  3371; 1.00205767; ;      ;8083;324.43796;-07.85420
  3373; 1.00206088; ; 3.310;8029;325.02273;-16.66231
  3373; 1.00206088; ; 3.310;8041;325.02273;-16.66231
  3373; 1.00206088; ; 3.310;8121;325.02273;-16.66231
  3373; 1.00206088; ;      ;8132;325.02273;-16.66231
  3377; 1.00206165; ; 4.240;8029;324.48010;+62.08194
  3378; 1.00206453; ; 3.570;8029;325.66461;-18.86632
  3379; 1.00206538; ; 5.950;8029;325.39273;+40.80522
  3380; 1.00206546; ; 5.890;8041;325.80639;-19.62096
  3380; 1.00206546; ; 5.890;8121;325.80639;-19.62096
  3380; 1.00206546; ; 5.890;8131;325.80639;-19.62096
  3383; 1.00206570;V;      ;8002;325.50452;+35.51020
  3383; 1.00206570;V;      ;8004;325.50452;+35.51020
  3383; 1.00206570;V; 2.840;8029;325.50452;+35.51020
  3383; 1.00206570;V; 2.780;8038;325.50452;+35.51020
  3383; 1.00206570;V; 2.740;8048;325.50452;+35.51020
  3388; 1.00206632; ;      ;8007;325.53481;+45.76570
  3389; 1.00206672; ; 4.820;8029;325.52360;+51.18962
  3390; 1.00206742; ; 4.380;8029;326.23671;-33.02578
  3391; 1.00206773; ;      ;8111;325.60077;+57.73605
  3392; 1.00206778; ; 0.580;8029;326.04649;+09.87501
  3393; 1.00206826;D; 3.850;8029;326.03592;+28.74289
  3393; 1.00206826;D;      ;8043;326.03592;+28.74289
  3395; 1.00206859; ; 2.950;8029;326.12790;+17.35002
  3395; 1.00206859; ; 3.000;8146;326.12790;+17.35002
  3397; 1.00206901;D; 3.500;8029;326.16139;+25.64504
  3398; 1.00206936;V;      ;8002;325.87692;+58.78005
  3398; 1.00206936;V;      ;8004;325.87692;+58.78005
  3398; 1.00206936;V;      ;8011;325.87692;+58.78005
  3398; 1.00206936;V; 0.310;8029;325.87692;+58.78005
  3398; 1.00206936;V;      ;8035;325.87692;+58.78005
  3398; 1.00206936;V; 0.310;8057;325.87692;+58.78005
  3404; 1.00206952; ; 3.190;8029;325.48039;+71.31142
  3405; 1.00207098;V; 2.430;8029;326.76019;-16.12729
  3405; 1.00207098;V; 2.410;8041;326.76019;-16.12729
  3405; 1.00207098;V; 2.410;8121;326.76019;-16.12729
  3408; 1.00207198; ; 5.490;8029;326.22200;+62.46057
  3409; 1.00207260; ; 3.350;8029;326.36219;+61.12081
  3410; 1.00207330; ; 4.410;8029;326.69837;+49.30957
  3411; 1.00207652; ; 5.670;8135;327.53625;+17.28583
  3412; 1.00207757; ;      ;8142;327.75823;+12.62559
  3413; 1.00207860; ; 8.070;8135;327.97076;+12.74658
  3414; 1.00207971; ; 3.120;8029;328.48219;-37.36485
  3415; 1.00208501; ; 4.520;8029;328.72148;+56.61123
  3416; 1.00208512; ; 4.680;8007;328.80737;+50.49715
  3416; 1.00208512; ; 4.830;8048;328.80737;+50.49715
  3418; 1.00208816;V; 1.850;8029;329.16310;+63.62556
  3418; 1.00208816;V; 1.960;8057;329.16310;+63.62556
  3418; 1.00208816;V;      ;8142;329.16310;+63.62556
  3421; 1.00209014; ; 5.450;8049;330.20927;-28.45374
  3421; 1.00209014; ; 5.490;8062;330.20927;-28.45374
  3421; 1.00209014; ; 5.500;8049;330.20927;-28.45374
  3421; 1.00209014; ; 5.470;8062;330.20927;-28.45374
  3425; 1.00209100; ; 3.250;8029;330.84024;-56.78598
  3425; 1.00209100; ; 3.250;8050;330.84024;-56.78598
  3425; 1.00209100; ;      ;8149;330.84024;-56.78598
  3428; 1.00209409; ; 4.740;8029;330.82852;-02.15536
  3428; 1.00209409; ; 4.740;8135;330.82852;-02.15536
  3428; 1.00209409; ; 4.690;8049;330.82852;-02.15536
  3428; 1.00209409; ; 4.760;8062;330.82852;-02.15536
  3428; 1.00209409; ; 4.740;8049;330.82852;-02.15536
  3428; 1.00209409; ; 4.730;8062;330.82852;-02.15536
  3434; 1.00209515; ; 5.580;8029;330.73608;+44.64986
  3435; 1.00209522; ; 6.080;8049;331.15320;-26.82236
  3435; 1.00209522; ; 6.170;8062;331.15320;-26.82236
  3435; 1.00209522; ; 6.190;8049;331.15320;-26.82236
  3435; 1.00209522; ; 6.130;8062;331.15320;-26.82236
  3439; 1.00209625; ; 5.030;8029;331.19759;-00.90634
  3439; 1.00209625; ; 4.980;8041;331.19759;-00.90634
  3439; 1.00209625; ; 4.980;8121;331.19759;-00.90634
  3442; 1.00209688; ; 2.680;8029;331.52869;-39.54335
  3443; 1.00209747; ; 3.010;8029;331.41980;+05.05853
  3444; 1.00209750; ; 1.800;8029;331.44598;-00.31985
  3444; 1.00209750; ;      ;8083;331.44598;-00.31985
  3444; 1.00209750; ;      ;8132;331.44598;-00.31985
  3444; 1.00209750; ; 1.800;8146;331.44598;-00.31985
  3448; 1.00209791;D; 3.840;8029;330.94772;+64.62797
  3449; 1.00209819; ; 4.390;8029;331.60929;-13.86968
  3450; 1.00209890; ; 5.080;8141;331.47072;+33.50689
  3451; 1.00209952; ; 1.880;8029;332.05827;-46.96098
  3451; 1.00209952; ; 1.810;8050;332.05827;-46.96098
  3451; 1.00209952; ;      ;8132;332.05827;-46.96098
  3454; 1.00209975; ; 4.920;8029;331.28662;+62.27981
  3455; 1.00210027; ; 3.110;8029;331.75278;+25.34511
  3455; 1.00210027; ;      ;8043;331.75278;+25.34511
  3457; 1.00210049; ; 4.380;8029;332.09587;-32.98847
  3458; 1.00210418; ; 3.460;8029;332.54994;+06.19786
  3459; 1.00210459; ; 3.630;8029;332.49685;+33.17822
  3460; 1.00210702; ; 4.740;8029;332.96388;+16.04055
  3461; 1.00210745; ; 1.490;8029;332.71365;+58.20126
  3462; 1.00210807; ; 3.620;8029;332.45180;+72.34121
  3463; 1.00210839; ; 4.620;8029;332.87740;+59.41449
  3464; 1.00210873; ; 6.440;8029;332.56375;+72.11126
  3464; 1.00211073; ; 2.740;8029;333.46971;+39.71493
  3466; 1.00211336; ; 3.770;8029;333.75912;+57.04359
  3467; 1.00211388; ; 2.410;8029;333.99240;+37.74874
  3468; 1.00211391; ; 2.970;8029;334.20848;-07.78329
  3468; 1.00211391; ;      ;8083;334.20848;-07.78329
  3468; 1.00211391; ;      ;8132;334.20848;-07.78329
  3471; 1.00211416; ; 1.050;8050;334.62539;-60.25959
  3472; 1.00211564; ;      ;8102;334.10021;+55.62700
  3473; 1.00211853; ;      ;8102;334.69002;+56.12609
  3474; 1.00212044; ;      ;8111;335.09462;+51.86100
  3475; 1.00212061; ; 3.840;8029;335.41406;-01.38733
  3476; 1.00212076; ; 5.200;8029;335.37948;+12.20519
  3477; 1.00212087;V; 0.540;8029;335.68419;-45.94794
  3478; 1.00212097; ; 4.730;8029;335.33058;+28.33053
  3479; 1.00212120; ; 4.690;8029;335.25644;+46.53657
  3480; 1.00212330; ; 4.400;8031;336.23496;-57.79742
  3481; 1.00212466; ; 3.780;8057;335.77923;+55.96323
  3482; 1.00212496; ; 3.120;8029;335.89010;+52.22905
  3482; 1.00212496; ;      ;8083;335.89010;+52.22905
  3484; 1.00212571; ; 4.480;8029;336.31926;+01.37740
  3484; 1.00212571; ; 4.260;8062;336.31926;+01.37740
  3484; 1.00212571; ;      ;8111;336.31926;+01.37740
  3487; 1.00212593; ; 4.350;8029;336.12913;+49.47639
  3487; 1.00212593; ;      ;8130;336.12913;+49.47639
  3487; 1.00212593; ;      ;8134;336.12913;+49.47639
  3490; 1.00212623; ; 8.900;8121;336.43880;-00.83434
  3491; 1.00212943; ; 3.460;8029;336.96468;+04.69566
  3491; 1.00212943; ;      ;8130;336.96468;+04.69566
  3491; 1.00212943; ;      ;8132;336.96468;+04.69566
  3494; 1.00213009; ; 2.630;8029;337.31739;-43.49556
  3494; 1.00213009; ; 2.700;8050;337.31739;-43.49556
  3496; 1.00213049; ;      ;8102;336.82424;+56.25327
  3497; 1.00213052;D; 3.040;8029;337.20797;-00.01997
  3498; 1.00213080; ; 0.790;8029;337.43931;-43.74922
  3498; 1.00213080; ; 0.900;8050;337.43931;-43.74922
  3500; 1.00213310;D; 1.910;8029;337.38259;+47.70689
  3501; 1.00213320; ; 4.850;8029;337.66173;-10.67795
  3502; 1.00213398;D; 4.250;8029;337.87638;-32.34607
  3503; 1.00213420; ; 4.630;8029;337.62192;+43.12338
  3504; 1.00213558; ; 3.800;8029;337.82292;+50.28249
  3505; 1.00213998; ; 4.130;8029;338.83909;-00.11750
  3506; 1.00214080; ;      ;8144;339.02682;-16.38799
  3507; 1.00214369; ;      ;8142;339.11484;+58.42610
  3508; 1.00214419; ;      ;8102;339.22481;+56.90583
  3509; 1.00214454; ; 4.270;8029;339.34341;+51.54512
  3510; 1.00214479;1;      ;8130;339.68990;-20.62113
  3510; 1.00214479;2;      ;8130;339.68990;-20.62113
  3510; 1.00214479;D;      ;8134;339.68990;-20.62113
  3513; 1.00214680; ; 5.180;8029;339.81533;+39.05027
  3513; 1.00214680; ;      ;8083;339.81533;+39.05027
  3513; 1.00214680; ; 5.190;8126;339.81533;+39.05027
  3516; 1.00214748; ; 4.320;8029;340.16392;-27.04362
  3516; 1.00214748; ; 4.200;8049;340.16392;-27.04362
  3516; 1.00214748; ; 4.220;8062;340.16392;-27.04362
  3516; 1.00214748; ; 4.310;8049;340.16392;-27.04362
  3516; 1.00214748; ; 4.230;8062;340.16392;-27.04362
  3521; 1.00214846; ; 3.840;8050;341.51462;-81.38162
  3522; 1.00214868; ; 2.860;8029;340.12858;+44.27630
  3523; 1.00214923; ; 3.510;8029;340.36550;+10.83136
  3523; 1.00214923; ;      ;8083;340.36550;+10.83136
  3525; 1.00214952; ;-1.570;8029;340.66688;-46.88458
  3525; 1.00214952; ;-1.250;8031;340.66688;-46.88458
  3525; 1.00214952; ;-1.460;8050;340.66688;-46.88458
  3528; 1.00214994; ; 4.770;8029;340.43920;+29.30764
  3529; 1.00215104; ; 3.440;8029;340.87490;-41.41435
  3530; 1.00215167; ; 3.000;8029;340.89680;-18.83038
  3531; 1.00215182; ; 1.830;8029;340.75057;+30.22125
  3532; 1.00215648; ; 3.450;8029;341.67325;+12.17289
  3532; 1.00215648; ;      ;8083;341.67325;+12.17289
  3534; 1.00215665; ; 2.670;8029;341.63283;+23.56565
  3535; 1.00215789; ; 3.290;8050;342.13874;-51.31686
  3536; 1.00215924; ; 4.300;8057;341.93095;+55.15842
  3536; 1.00215924; ; 4.540;8123;341.93095;+55.15842
  3536; 1.00215924; ;      ;8142;341.93095;+55.15842
  3539; 1.00216032; ; 1.840;8029;342.39793;-13.59263
  3540; 1.00216131; ; 2.330;8029;342.50080;+24.60158
  3541; 1.00216228; ; 2.190;8029;342.42007;+66.20041
  3542; 1.00216336;D; 4.420;8029;343.13139;-32.87550
  3542; 1.00216386; ; 1.180;8029;343.15365;-07.57960
  3544; 1.00216446; ; 3.130;8029;341.87110;+83.15383
  3545; 1.00216494; ; 5.850;8029;343.36960;-11.61651
  3546; 1.00216627; ; 3.170;8029;343.66255;-15.82082
  3546; 1.00216627; ;      ;8132;343.66255;-15.82082
  3548; 1.00216735; ; 4.880;8029;343.80697;+08.81617
  3549; 1.00216763; ; 2.860;8029;343.98708;-32.53963
  3550; 1.00216803; ; 4.950;8029;344.10022;-31.56557
  3551; 1.00216823; ; 5.410;8041;344.19916;-47.96922
  3551; 1.00216823; ; 5.410;8121;344.19916;-47.96922
  3553; 1.00216899; ; 6.100;8075;344.14502;+16.55343
  3553; 1.00216899; ;      ;8130;344.14502;+16.55343
  3555; 1.00216946; ; 2.540;8029;344.10833;+49.73354
  3556; 1.00216956; ; 1.080;8029;344.41269;-29.62224
  3556; 1.00216956; ;      ;8132;344.41269;-29.62224
  3558; 1.00217014; ; 4.620;8029;344.36659;+20.76883
  3558; 1.00217014; ;      ;8043;344.36659;+20.76883
  3560; 1.00217050; ;      ;8111;344.26876;+48.68407
  3561; 1.00217166; ; 5.540;8029;344.64617;+09.35686
  3562; 1.00217357; ;      ;8130;345.06717;-22.52435
  3562; 1.00217357; ;      ;8149;345.06717;-22.52435
  3564; 1.00217364; ; 2.810;8050;345.22005;-52.75414
  3565; 1.00217382; ; 2.900;8029;343.60403;+84.34618
  3566; 1.00217476;V;      ;8011;345.02125;+56.94537
  3566; 1.00217476;V; 3.110;8029;345.02125;+56.94537
  3566; 1.00217476;V;      ;8035;345.02125;+56.94537
  3569; 1.00217543; ;      ;8111;345.22812;+38.70784
  3570; 1.00217675; ; 3.690;8029;345.48027;+42.32598
  3570; 1.00217675; ;      ;8111;345.48027;+42.32598
  3572; 1.00217891; ; 4.670;8029;345.96922;+03.82005
  3572; 1.00217891; ;      ;8111;345.96922;+03.82005
  3574; 1.00217906;V;      ;8002;345.94357;+28.08279
  3574; 1.00217906;V;      ;8004;345.94357;+28.08279
  3574; 1.00217906;V;-0.400;8029;345.94357;+28.08279
  3574; 1.00217906;V;      ;8035;345.94357;+28.08279
  3574; 1.00217906;V;-0.380;8057;345.94357;+28.08279
  3579; 1.00217987; ;      ;8149;346.46681;-35.85307
  3580; 1.00218031; ; 3.350;8029;346.04576;+50.05209
  3581; 1.00218045; ; 2.500;8029;346.19022;+15.20526
  3582; 1.00218227; ; 3.730;8050;346.71971;-43.52036
  3583; 1.00218240; ; 3.280;8029;346.67019;-23.74312
  3584; 1.00218292;V; 2.350;8038;346.66319;+10.54336
  3584; 1.00218292;V; 2.350;8048;346.66319;+10.54336
  3586; 1.00218329; ; 2.230;8029;346.75108;+09.40949
  3587; 1.00218356; ; 3.120;8029;346.77808;+25.46826
  3588; 1.00218376; ; 4.870;8029;346.65341;+59.41976
  3588; 1.00218376; ;      ;8083;346.65341;+59.41976
  3590; 1.00218393; ;      ;8111;346.77589;+50.19236
  3591; 1.00218452; ; 3.560;8029;346.91361;+46.38723
  3592; 1.00218594; ; 2.200;8029;347.36165;-21.17241
  3592; 1.00218594; ;      ;8132;347.36165;-21.17241
  3594; 1.00218640; ; 3.780;8029;347.47875;-22.45761
  3595; 1.00218658;D; 3.340;8029;346.97438;+75.38750
  3596; 1.00218670; ; 2.590;8029;347.58974;-45.24671
  3596; 1.00218670; ; 2.630;8050;347.58974;-45.24671
  3598; 1.00218717; ;      ;8083;347.52808;+07.36248
  3599; 1.00219080; ; 4.080;8029;348.13751;+49.40621
  3600; 1.00219134; ; 4.210;8029;348.32073;+57.16835
  3600; 1.00219134; ;      ;8043;348.32073;+57.16835
  3600; 1.00219134; ;      ;8083;348.32073;+57.16835
  3600; 1.00219134; ; 4.220;8126;348.32073;+57.16835
  3600; 1.00219134; ;      ;8134;348.32073;+57.16835
  3605; 1.00219215; ; 1.860;8029;348.58067;-06.04900
  3606; 1.00219430; ; 2.900;8029;348.96255;-09.07857
  3607; 1.00219460; ;      ;8102;348.80166;+60.45051
  3608; 1.00219571; ; 3.340;8050;349.35739;-58.23573
  3608; 1.00219571; ;      ;8132;349.35739;-58.23573
  3610; 1.00219615; ; 2.460;8029;349.29141;+03.28229
  3610; 1.00219615; ;      ;8083;349.29141;+03.28229
  3612; 1.00219617; ; 7.360;8043;349.27101;-13.85099
  3613; 1.00219688; ; 4.600;8029;349.47590;-09.18251
  3614; 1.00219734; ; 2.140;8029;349.43603;+49.01530
  3615; 1.00219784; ; 2.940;8029;349.70600;-32.53203
  3616; 1.00219916;D; 3.660;8029;349.65622;+68.11144
  3617; 1.00219949; ;      ;8083;349.95027;+07.98209
  3618; 1.00220003; ; 5.500;8041;350.20908;-50.30656
  3618; 1.00220003; ; 5.510;8121;350.20908;-50.30656
  3620; 1.00220061; ; 4.300;8029;350.15934;+23.74034
  3620; 1.00220061; ;      ;8083;350.15934;+23.74034
  3622; 1.00220300; ;      ;8111;350.54360;+56.34822
  3623; 1.00220321; ; 2.560;8029;350.74261;-20.10058
  3623; 1.00220321; ;      ;8132;350.74261;-20.10058
  3625; 1.00220657; ; 3.550;8029;351.34493;+23.40410
  3626; 1.00220704; ; 2.460;8029;351.51161;-20.64201
  3626; 1.00220704; ;      ;8083;351.51161;-20.64201
  3628; 1.00220773; ;      ;8083;351.61435;+08.64384
  3629; 1.00220825; ; 4.900;8029;351.73315;+01.25561
  3630; 1.00220954; ; 2.970;8029;351.99206;+06.37899
  3631; 1.00221098; ; 7.900;8121;352.35715;-48.40005
  3632; 1.00221115; ; 3.370;8029;352.28873;+12.76055
  3633; 1.00221253;V; 5.070;8029;352.50808;+58.54892
  3634; 1.00221507; ; 4.440;8029;353.24275;-37.81827
  3635; 1.00221565; ; 4.620;8029;353.31926;-20.91450
  3636; 1.00221650; ;      ;8142;353.41646;+48.81832
  3637; 1.00221756; ; 5.410;8029;353.65640;+40.23644
  3638; 1.00221760; ; 4.520;8029;353.76902;-42.61507
  3639; 1.00222095; ; 4.580;8029;354.46248;-45.49235
  3640; 1.00222107;V; 2.470;8029;354.39101;+46.45815
  3641; 1.00222173; ; 4.380;8029;354.53417;+43.26807
  3642; 1.00222368; ; 3.380;8029;354.98767;+05.62629
  3642; 1.00222368; ;      ;8083;354.98767;+05.62629
  3644; 1.00222404; ; 1.950;8029;354.83687;+77.63228
  3645; 1.00222439; ; 4.220;8029;355.10212;+44.33393
  3646; 1.00222547; ; 3.210;8135;355.39370;-18.02708
  3647; 1.00222574; ; 3.800;8029;355.44086;-17.81653
  3647; 1.00222574; ; 3.780;8146;355.44086;-17.81653
  3649; 1.00222603; ; 4.230;8029;355.51169;+01.78004
  3650; 1.00222661; ; 4.540;8029;355.68060;-14.54490
  3651; 1.00222670; ; 3.580;8057;355.58730;+64.51539
  3652; 1.00222842;D; 3.740;8029;355.99786;+29.36145
  3653; 1.00223075;V; 1.820;8029;356.59799;+03.48681
  3654; 1.00223352; ; 4.550;8029;357.23144;-28.13027
  3655; 1.00223637; ; 4.990;8029;357.83854;+09.31335
  3656; 1.00224014;V; 2.890;8029;358.59597;+57.49938
  3657; 1.00224055; ; 5.980;8054;358.67548;+61.83890
  3658; 1.00224427; ; 1.860;8029;359.43969;+25.14140
  3659; 1.00224514; ; 7.580;8121;359.63034;-24.16936
  3660; 1.00224572;D; 4.950;8029;359.75225;+55.75493
  3661; 1.00224617; ; 3.390;8029;359.82787;+06.86332
  3662; 1.00224686; ; 4.490;8050;359.97908;-65.57713
  3663; 1.00224818; ; 9.490;8121;000.23052;-20.42399
  3664; 1.00224855; ; 3.350;8007;000.31606;+60.35528
  3664; 1.00224855; ; 3.340;8048;000.31606;+60.35528
  3666; 1.00224889; ; 3.140;8050;000.39877;-77.06572
  3667; 1.00224930; ; 4.730;8043;000.54231;+27.08226
  3668; 1.00224935; ;      ;8004;000.49008;-06.01407
  3668; 1.00224935; ;      ;8019;000.49008;-06.01407
  3668; 1.00224935; ; 1.440;8029;000.49008;-06.01407
  3668; 1.00224935; ;      ;8035;000.49008;-06.01407
  3672; 1.00224960;V; 5.500;8038;000.53079;-14.67585
  3672; 1.00224960;V; 5.440;8048;000.53079;-14.67585
  3674; 1.00225094; ; 5.670;8054;000.85714;+63.64052
  3675; 1.00225095; ;      ;8111;000.86312;+55.55090
  3676; 1.00225132; ; 4.570;8029;000.93496;-17.33599
  3677; 1.00225213; ;      ;8149;001.35178;-37.35736
  3678; 1.00225985; ;      ;8111;297.38714;+32.95619
  3679; 1.00227836; ;      ;8111;302.01901;+36.12389
  3680; 1.00228766; ;      ;8102;304.37377;+37.30865
  3681; 1.00229923; ; 6.250;8057;283.41250;+12.84000
  3682; 1.00234677; ;      ;8130;278.49771;+51.72206
  3683; 1.00236031; ;      ;8111;345.98994;+54.19828
  3684; 1.00236947; ; 5.270;8039;031.80021;+58.78775
  3685; 1.00236970; ;      ;8111;038.32649;+56.31800
  3686; 1.00236979; ; 4.310;8039;         ;
  3687; 1.00237008; ;      ;8035;042.65788;+56.98340
  3687; 1.00237008; ; 4.750;8048;042.65788;+56.98340
  3687; 1.00238208; ; 8.650;8039;198.69478;+57.01784
  3690; 1.00238224; ; 7.830;8039;200.84707;+57.90615
  3691; 1.00239960;D;      ;8130;336.99778;+57.69587
  3691; 1.00239960;D;      ;8134;336.99778;+57.69587
  3693; 1.00240764; ; 8.900;8027;076.95653;+30.40143
  3693; 1.00240764; ;      ;8048;076.95653;+30.40143
  3693; 1.00240764; ;      ;8140;076.95653;+30.40143
  3696; 1.00244138; ; 8.210;8027;082.28496;+11.87019
  3696; 1.00244138; ; 8.250;8039;082.28496;+11.87019
  3696; 1.00244138; ;      ;8140;082.28496;+11.87019
  3699; 1.00245465; ;      ;8140;084.12228;+06.83394
  3700; 1.00245561; ;      ;8111;084.46185;+26.72014
  3701; 1.00245580; ; 6.450;8057;084.48746;+28.98461
  3702; 1.00248411; ;      ;8111;087.97646;+28.26186
  3703; 1.00249845; ;      ;8111;089.88324;+32.88694
  3704; 1.00250028; ;      ;8111;089.97315;+25.08862
  3705; 1.00250550; ;      ;8111;090.49995;+16.51576
  3706; 1.00250663; ; 6.780;8057;090.70291;+24.91190
  3707; 1.00250720; ; 6.800;8057;090.72292;+19.47722
  3708; 1.00253017; ; 6.700;8057;092.93167;+23.03056
  3709; 1.00255045; ; 5.670;8057;094.74551;+10.32601
  3710; 1.00257684; ; 4.640;8048;097.06401;+20.57930
  3711; 1.00259431; ;      ;8111;098.27162;+10.32222
  3712; 1.00259597; ;      ;8111;098.38430;+08.33558
  3713; 1.00260655; ;      ;8134;099.29500;+17.56481
  3714; 1.00268326; ;11.560;8059;105.65000;+09.15000
  3715; 1.00268605; ;11.500;8059;072.57891;-67.66060
  3716; 1.00268653; ;10.700;8059;073.37510;-66.92452
  3717; 1.00268654; ;10.210;8059;072.30165;-69.45653
  3718; 1.00268675; ;10.640;8059;073.73896;-66.75245
  3719; 1.00268718; ;10.170;8059;073.00000;-69.41667
